Station,Band Size,Bander,Recorder,Capture,Res vs Mig,Time,Net,Band #,Species,Chord,Flat Wing,Tail,Fat,BP,CP,B-molt,P-molt,S-molt,T-molt,Skull,Age,How aged,How aged,Sex,How sexed,How sexed,Weight,Month,Day,Year,Culmen,Bill Width,Notes
BARR,R,SN,RD,2,m,800,16,2470-67104,WIWA,55,56,50,1,,,N,N,N,N,,2,1,,F,P,,7.1,9,7,2006,,,
BARR,0A,SN,SB,1,m,900,2,2470-67104,WIWA,54,56,51,1,,,N,N,N,N,,2,1,,F,P,,7.2,9,6,2006,,,
BARR,0A,SN,SB,1,m,900,4,2470-67105,WIWA,54,55,48,1,,,N,N,N,N,,2,1,,F,P,,6.6,9,6,2006,,,
BARR,0A,SN,SB,1,m,900,6,2470-67106,WIWA,57,58,53,1,,,N,N,N,N,,1,A,,F,P,,7,9,6,2006,,,
BARR,R,SN,SN,2,m,700,11,2470-67107,WIWA,59,60,53,2,,,N,N,N,N,,1,A,,M,P,,7.7,9,7,2006,,,
BARR,0A,SN,SB,1,m,900,7,2470-67107,WIWA,58,59,53,2,,,N,N,N,N,,1,A,,M,P,,7.6,9,6,2006,,,
BARR,0A,SN,SB,1,m,900,10,2470-67108,OCWA,59,61,51,2,,,N,N,N,N,,2,1,,F,P,,8.9,9,6,2006,,,
BARR,0A,SN,SB,1,m,900,18,2470-67109,WIWA,55,57,51,2,,,N,N,N,N,,1,A,,F,P,,7.6,9,6,2006,,,
BARR,0A,SN,SB,1,m,900,26,2470-67110,OCWA,59,61,48,1,,,N,N,N,N,,2,1,,F,P,,8.1,9,6,2006,,,
BARR,R,SN,RD,2,m,800,3,2470-67111,WIWA,58,59,51,1,,,N,N,N,N,6,1,AS,,M,P,,7.8,9,7,2006,,,
BARR,0A,SN,SB,1,m,900,26,2470-67111,WIWA,57,59,52,2,,,N,N,N,N,,1,A,,M,P,,7.9,9,6,2006,,,
BARR,0A,SN,SB,1,m,900,28,2470-67112,WIWA,58,59,51,2,,,N,N,N,N,,2,1,,M,P,,7.4,9,6,2006,,,
BARR,0A,SN,SB,1,m,900,,2470-67113,WIWA,58,59,52,2,,,N,N,N,N,,2,1,,M,P,,7.6,9,6,2006,,,
BARR,0A,SN,SB,1,s,1030,15,2470-67114,HOWR,52,53,48,2,,,2,N,N,N,,2,1,,U,,,10.5,9,6,2006,,,
BARR,0A,SN,SB,1,s,1030,19,2470-67115,YWAR,63,64,46,2,,,N,N,N,N,,1,A,,M,P,,9.8,9,6,2006,,,
BARR,R,SN,SB,2,m,930,19,2470-67116,WIWA,57,58,51,2,,,N,N,N,N,1,2,1S,,M,P,,8.1,9,8,2006,,,
BARR,0A,SN,SB,1,m,1030,27,2470-67116,WIWA,57,58,50,2,,,N,N,N,N,,2,1,,M,P,,8.1,9,6,2006,,,
BARR,0A,SN,RD,1,m,700,2,2470-67117,CHSP,68,70,65,2,,,N,N,N,N,,2,J,,U,,,10.8,9,7,2006,,,
BARR,0A,SN,RD,1,m,800,3,2470-67118,RCKI,59,60,45,1,,,2,N,N,N,1,2,S,,F,P,,5.9,9,7,2006,,,
BARR,0A,SN,RD,1,m,800,4,2470-67119,WIWA,58,59,50,2,,,N,N,N,N,,2,1,,M,P,,7.4,9,7,2006,,,
BARR,R,BG,CN,2,m,810,28,2470-67119,WIWA,58,60,48,2,,,N,N,N,N,,2,1,,M,P,,7.7,9,10,2006,,,
BARR,0A,SN,RD,1,m,800,4,2470-67120,WIWA,56,58,52,2,,,1,N,N,N,,1,A,,F,P,,7.5,9,7,2006,,,
BARR,0A,SN,RD,1,m,800,4,2470-67121,WIWA,58,59,53,2,,,N,N,N,N,,2,1,,M,P,,7.6,9,7,2006,,,
BARR,0A,SN,RD,1,m,800,22,2470-67122,WIWA,56,57,51,2,,,N,N,N,N,,1,A,,F,P,,7.8,9,7,2006,,,
BARR,0A,SN,RD,1,s,900,4,2470-67123,YWAR,65,67,49,2,,,1,N,N,N,,1,A,,M,P,,10.5,9,7,2006,,,
BARR,0A,SN,RD,1,m,900,10,2470-67124,WIWA,58,59,52,2,,,N,N,N,N,6,1,AS,,M,P,,8.3,9,7,2006,,,
BARR,0A,SN,RD,1,m,900,22,2470-67125,WIWA,56,57,50,1,,,N,N,N,N,,2,1,,M,P,,7.1,9,7,2006,,,
BARR,R,JL,DF,2,m,940,19,2470-67125,WIWA,56,56,47,2,,,N,N,N,N,,2,1,,M,P,,8,9,9,2006,,,
BARR,R,BG,CN,2,m,810,7,2470-67126,WIWA,57,59,48,1,,,N,N,N,N,,1,A,,M,P,,7.5,9,10,2006,,,
BARR,0A,SN,RD,1,m,900,26,2470-67126,WIWA,57,58,50,1,,,N,N,N,N,,1,A,,M,P,,7.4,9,7,2006,,,
BARR,R,SN,SN,4,s,710,26,2470-67127,HOWR,53,55,50,2,,,3,5,1,5,,1,M,,U,,,10.9,9,2,2008,,,BANDED 9/7/06 AS AHY
BARR,0A,SN,RD,1,s,900,25,2470-67127,HOWR,53,54,49,2,,,3,8,1,1,,1,M,,U,,,10.4,9,7,2006,,,
BARR,R,SN,GB,2,m,720,1,2470-67128,WIWA,57,59,51,2,,,N,N,N,N,,1,A,,F,P,,7.4,9,8,2006,,,
BARR,0A,SN,RD,1,m,900,25,2470-67128,WIWA,57,59,52,2,,,N,N,N,N,,1,A,,F,P,,7.2,9,7,2006,,,
BARR,R,SN,RD,2,m,1020,11,2470-67128,WIWA,56,57,52,4,,,N,N,N,N,,1,A,,F,P,,9,9,14,2006,,,
BARR,R,SN,SB,2,m,1220,10,2470-67128,WIWA,55,57,52,4,,,N,N,N,N,,1,A,,F,P,,8.6,9,12,2006,,,
BARR,R,SN,GB,2,m,720,1,2470-67129,WIWA,59,60,55,3,,,N,N,N,N,,1,A,,M,P,,8.6,9,15,2006,,,
BARR,0A,SN,RD,1,m,900,6,2470-67129,WIWA,60,61,55,2,,,N,N,N,N,,1,A,,M,P,,,9,7,2006,,,
BARR,R,SN,SB,2,m,1220,10,2470-67129,WIWA,59,60,56,2,,,N,N,N,N,,1,A,,M,P,,8.3,9,12,2006,,,
BARR,0A,SN,RD,1,s,1000,2,2470-67130,HOWR,51,52,53,2,,,3,N,N,N,,2,1,,U,,,11.5,9,7,2006,,,
BARR,0A,SN,SN,1,s,1100,4,2470-67131,HOWR,51,53,46,2,,,3,N,N,N,,2,1,,U,,,10.3,9,7,2006,,,
BARR,0A,SN,SN,1,s,1100,9,2470-67132,HOWR,51,53,43,2,,,3,N,N,N,,2,1,,U,,,11.5,9,7,2006,,,
BARR,0A,SN,SN,1,m,1100,24,2470-67133,CHSP,68,70,58,2,,,N,N,N,N,1,2,S,,U,,,11.6,9,7,2006,9.2,,
BARR,0A,SN,GB,1,m,720,7,2470-67134,WIWA,56,57,52,1,,,N,N,N,N,,2,1,,F,P,,7,9,8,2006,,,
BARR,0A,SN,GB,1,m,720,8,2470-67135,OCWA,57,59,48,1,,,N,N,N,N,6,1,AS,,F,P,,8.2,9,8,2006,,,
BARR,0A,SN,GB,1,m,720,14,2470-67136,WIWA,58,60,53,2,,,N,N,N,N,,1,A,,M,P,,7.2,9,8,2006,,,
BARR,0A,SN,GB,1,m,720,14,2470-67137,OCWA,58,59,49,2,,,N,N,N,N,,2,1,,F,P,,8.5,9,8,2006,,,
BARR,0A,SN,GB,1,m,720,14,2470-67138,WIWA,55,56,50,1,,,1,N,N,N,,1,A,,M,P,,7.4,9,8,2006,,,
BARR,0A,SN,SB,1,m,720,18,2470-67139,WIWA,56,58,51,2,,,N,N,N,N,6,1,AS,,M,P,,8.5,9,8,2006,,,
BARR,0A,SN,SB,1,m,720,18,2470-67140,WIWA,58,60,53,1,,,N,N,N,N,,2,1,,M,P,,7.5,9,8,2006,,,
BARR,R,BG,CN,2,m,810,19,2470-67140,WIWA,57,58,50,2,,,N,N,N,N,,2,1,,M,P,,7.6,9,10,2006,,,
BARR,R,SN,SB,2,m,1030,9,2470-67140,WIWA,57,58,53,1,,,N,N,N,N,,2,1,,M,P,,7.5,9,8,2006,,,
BARR,0A,SN,SB,1,m,720,19,2470-67141,WIWA,55,56,53,2,,,N,N,N,N,6,1,AS,,F,P,,7.2,9,8,2006,,,
BARR,0A,SN,SB,1,m,720,20,2470-67142,WIWA,58,59,51,2,,,N,N,N,N,6,1,AS,,M,P,,7.7,9,8,2006,,,
BARR,0A,SN,SB,1,m,720,26,2470-67143,WIWA,57,58,53,1,,,N,N,N,N,,2,1,,M,P,,7.4,9,8,2006,,,
BARR,R,DF,JL,2,m,810,10,2470-67143,WIWA,,,,0,,,N,N,N,N,3,2,S,,M,P,,7.3,9,9,2006,,,
BARR,0A,SN,SB,1,m,720,27,2470-67144,WIWA,56,58,51,2,,,N,N,N,N,,1,A,,M,P,,7.7,9,8,2006,,,
BARR,R,JL,DF,2,m,1020,20,2470-67144,WIWA,57,58,49,0,,,N,N,N,N,,1,A,,M,P,,7.9,9,9,2006,,,
BARR,0A,SN,SB,1,m,830,3,2470-67145,WIWA,55,57,50,2,,,N,N,N,N,,2,1,,M,P,,7.6,9,8,2006,,,
BARR,R,JL,DF,2,m,940,18,2470-67145,WIWA,56,56,47,0,,,N,N,N,N,,2,1,,M,P,,7.8,9,9,2006,,,
BARR,0A,SN,SB,1,m,830,9,2470-67146,WIWA,55,56,51,2,,,N,N,N,N,,1,A,,F,P,,8,9,8,2006,,,
BARR,0A,SN,SB,1,p,830,20,2470-67147,AMGO,73,74,49,1,,,N,N,N,N,,2,J,,M,P,,13,9,8,2006,,,
BARR,0A,SN,SB,1,s,830,20,2470-67148,WEWP,84,85,67,2,,,N,N,N,N,,2,J,,U,,,12.7,9,8,2006,,,A=35.9; B=23.1
BARR,0A,SN,SB,1,m,830,28,2470-67149,DUFL,66,67,61,1,,,N,N,N,N,,2,J,,U,,,11,9,8,2006,,,
BARR,0A,SN,SB,1,m,930,7,2470-67150,WIWA,55,56,51,1,,,N,N,N,N,,2,1,,F,P,,7.2,9,8,2006,,,
BARR,0A,SN,SB,1,0,930,19,2470-67151,WEFL,67,68,55,1,,,N,N,N,N,2,2,SJ,,U,,,12.3,9,8,2006,,,P6-910=5.1; P-S=13.2; P9-P5=6.1; FORMULA=(5.1+13.2+12)6.1=184.8
BARR,0A,SN,SB,1,m,1030,5,2470-67152,TOWA,66,67,54,1,,,N,N,N,N,,2,1,,M,P,,9.2,9,8,2006,,,
BARR,0A,SN,SB,1,m,1030,8,2470-67153,OCWA,58,60,50,1,,,N,N,N,N,,2,1,,F,P,,8.6,9,8,2006,,,
BARR,R,SN,SB,2,m,1220,7,2470-67153,OCWA,58,60,50,1,,,N,N,N,N,,2,1,,F,P,,8.7,9,12,2006,,,
BARR,R,SN,RD,2,s,710,7,2470-67154,HOWR,52,53,46,2,,,2,N,N,N,,2,1,,U,,,10.2,9,14,2006,,,
BARR,0A,SN,SB,1,s,1030,27,2470-67154,HOWR,52,54,46,2,,,3,N,N,N,,2,1,,U,,,11,9,8,2006,,,
BARR,0A,SN,SB,1,s,1030,27,2470-67155,HOWR,54,56,47,3,,,2,8,3,N,,1,MA,,U,,,12.2,9,8,2006,,,
BARR,0A,SN,SB,1,m,1130,19,2470-67156,WIWA,57,58,52,2,,,N,N,N,N,,2,1,,M,P,,7.8,9,8,2006,,,
BARR,0A,DF,JL,1,m,720,3,2470-67157,WIWA,54,54,46,1,,,N,N,N,N,6,1,S,,F,P,,6.8,9,9,2006,,,
BARR,R,SN,SB,2,m,820,2,2470-67157,WIWA,54,56,50,2,,,N,N,N,N,6,1,AS,,F,P,,7.6,9,12,2006,,,
BARR,0A,DF,JL,1,m,720,20,2470-67158,DUFL,68,68,56,0,,,N,N,N,N,2,2,S,,U,,,11.6,9,9,2006,,,
BARR,0A,DF,JL,1,m,810,18,2470-67159,WIWA,56,56,48,2,,,N,N,N,N,3,2,S,,M,P,,7.3,9,9,2006,,,
BARR,0A,DF,JL,1,m,810,2,2470-67160,WIWA,54,54,44,1,,,N,N,N,N,3,2,S,,F,P,,7.1,9,9,2006,,,
BARR,0A,DF,JL,1,m,810,1,2470-67161,BGGN,49,49,50,0,,,2,N,N,N,3,2,S,,U,,,5.3,9,9,2006,,,
BARR,0A,DF,JL,1,m,940,18,2470-67162,WIWA,55,55,50,2,,,N,N,N,N,,2,1,,F,P,,7.5,9,9,2006,,,
BARR,0A,BG,CN,1,m,720,4,2470-67163,WIWA,56,58,47,0,,,N,N,N,N,,2,1,,F,P,,6.9,9,10,2006,,,
BARR,0A,BG,CN,1,s,720,6,2470-67164,YWAR,61,63,43,2,,,N,N,N,N,2,2,S,,F,P,,10.4,9,10,2006,,,
BARR,0A,BG,CN,1,m,720,13,2470-67165,WIWA,57,59,46,1,,,N,N,N,N,,2,1,,M,P,,6.9,9,10,2006,,,
BARR,0A,BG,CN,1,m,720,13,2470-67166,WIWA,56,58,49,2,,,N,N,N,N,,2,1,,F,P,,6.6,9,10,2006,,,
BARR,0A,BG,CN,1,m,720,18,2470-67167,WIWA,56,57,48,2,,,N,N,N,N,,2,1,,F,P,,7,9,10,2006,,,
BARR,0A,BG,CN,1,m,810,2,2470-67168,WIWA,55,57,48,1,,,N,N,N,N,,2,1,,F,P,,6.9,9,10,2006,,,
BARR,0A,BG,CN,1,m,810,4,2470-67169,WIWA,57,59,50,1,,,N,N,N,N,,1,A,,M,P,,7,9,10,2006,,,
BARR,0A,BG,CN,1,m,810,19,2470-67170,MAWA,57,59,46,0,,,N,N,N,N,2,2,S,,M,P,,7.4,9,10,2006,,,BLACK CENTERED BACK FEATHERS
BARR,R,SN,SB,2,m,1130,15,2470-67170,MAWA,56,57,51,2,,,N,N,N,N,,2,1,,U,,,7.6,9,12,2006,,,
BARR,0A,BG,CN,1,m,810,19,2470-67171,WIWA,54,56,44,2,,,N,N,N,N,,1,A,,F,P,,7.6,9,10,2006,,,
BARR,0A,BG,CN,1,m,810,19,2470-67172,WIWA,58,60,48,2,,,N,N,N,N,,2,1,,M,P,,7.4,9,10,2006,,,
BARR,0A,BG,CN,1,m,810,,2470-67173,WIWA,55,57,47,1,,,N,N,N,N,2,2,S,,F,P,,6.9,9,10,2006,,,
BARR,0A,BG,CN,1,m,810,20,2470-67174,WIWA,53,55,46,2,,,N,N,N,N,,2,1,,F,P,,7.1,9,10,2006,,,
BARR,0A,BG,CN,1,m,810,21,2470-67175,WIWA,58,60,47,2,,,N,N,N,N,,2,1,,M,P,,7.7,9,10,2006,,,
BARR,0A,BG,CN,1,m,810,22,2470-67176,WIWA,57,59,47,1,,,N,N,N,N,,1,A,,M,P,,7.3,9,10,2006,,,
BARR,R,SN,SB,2,m,930,20,2470-67176,WIWA,57,58,52,2,,,N,N,N,N,,1,A,,M,P,,8,9,12,2006,,,
BARR,0A,BG,CN,1,m,810,28,2470-67177,WIWA,59,61,51,1,,,N,N,N,N,,2,1,,M,P,,7.6,9,10,2006,,,
BARR,0A,BG,CN,1,m,950,6,2470-67178,RCKI,54,56,39,1,,,N,N,N,N,2,2,S,,U,,,6,9,10,2006,,,
BARR,0A,BG,CN,1,m,950,2,2470-67179,WIWA,58,59,48,2,,,1,N,N,N,,2,1,,M,P,,7.8,9,10,2006,,,
BARR,0A,BG,CN,1,m,1040,19,2470-67180,WIWA,56,58,50,2,,,N,N,N,N,,2,1,,M,P,,7.2,9,10,2006,,,
BARR,0A,BG,CN,1,m,1040,3,2470-67181,WIWA,56,58,47,2,,,N,N,N,N,6,1,S,,F,P,,7.2,9,10,2006,,,
BARR,0A,BG,CN,1,m,1040,17,2470-67182,WIWA,57,59,48,2,,,N,N,N,N,6,1,S,,M,P,,7.8,9,10,2006,,,
BARR,0A,BG,CN,1,m,1040,19,2470-67183,WIWA,56,58,48,1,,,N,N,N,N,,2,1,,F,P,,7.6,9,10,2006,,,
BARR,0A,BG,CN,1,m,1040,18,2470-67184,WIWA,59,61,49,1,,,N,N,N,N,6,1,S,,M,P,,7.4,9,10,2006,,,
BARR,0A,BG,CN,1,m,1040,18,2470-67185,WIWA,58,60,50,2,,,N,N,N,N,,1,A,,M,P,,7.9,9,10,2006,,,
BARR,0A,SN,SB,1,m,730,4,2470-67186,WIWA,58,59,53,2,,,N,N,N,N,,2,1,,M,P,,8.1,9,12,2006,,,
BARR,0A,SN,SB,1,s,730,5,2470-67187,HOWR,51,53,47,2,,,N,N,N,N,,2,1,,U,,,10.4,9,12,2006,,,
BARR,0A,SN,SB,1,m,730,20,2470-67188,WIWA,57,58,52,2,,,N,N,N,N,,1,A,,M,P,,8.4,9,12,2006,,,
BARR,0A,SN,SB,1,m,730,20,2470-67189,WIWA,56,57,50,1,,,N,N,N,N,,1,A,,M,P,,7.5,9,12,2006,,,
BARR,0A,SN,SB,1,m,820,1,2470-67190,WIWA,55,56,52,1,,,N,N,N,N,1,2,1S,,F,P,,7.2,9,12,2006,,,
BARR,0A,SN,SB,1,s,820,1,2470-67191,YWAR,58,60,43,2,,,N,N,N,N,6,1,AS,,F,P,,9.5,9,12,2006,,,
BARR,0A,SN,SB,1,m,820,4,2470-67192,WIWA,55,57,52,1,,,N,N,N,N,,1,A,,M,P,,6.8,9,12,2006,,,
BARR,R,SN,SN,2,m,830,15,2470-67192,WIWA,56,58,53,2,,,N,N,N,N,,1,A,,M,P,,7.5,9,12,2006,,,
BARR,R,SN,AM,2,m,1120,19,2470-67192,WIWA,56,57,52,2,,,N,N,N,N,,1,A,,M,P,,8.5,9,16,2006,,,
BARR,0A,SN,SB,1,m,820,7,2470-67193,WIWA,54,55,51,2,,,N,N,N,N,,1,A,,F,P,,7.5,9,12,2006,,,
BARR,0A,SN,SB,1,m,820,7,2470-67194,WIWA,56,58,53,2,,,1,N,N,N,6,1,AS,,M,P,,7.8,9,12,2006,,,
BARR,0A,SN,SB,1,m,820,16,2470-67195,WIWA,57,58,53,2,,,N,N,N,N,,2,1,,M,P,,7.6,9,12,2006,,,
BARR,0A,SN,SB,1,m,820,16,2470-67196,WIWA,56,57,50,2,,,N,N,N,N,6,1,AS,,F,P,,8.1,9,12,2006,,,
BARR,0A,SN,SB,1,m,820,16,2470-67197,WIWA,54,55,51,2,,,N,N,N,N,,2,1,,F,P,,7.5,9,12,2006,,,
BARR,R,SN,RD,2,m,830,4,2470-67197,WIWA,54,55,51,2,,,N,N,N,N,,2,1,,F,P,,8,9,13,2006,,,
BARR,0A,SN,SB,1,m,820,15,2470-67198,WIWA,55,56,50,1,,,1,N,N,N,6,1,AS,,F,P,,6.9,9,12,2006,,,
BARR,0A,SN,SB,1,m,820,19,2470-67199,CCSP,59,60,59,1,,,N,N,N,N,6,1,S,,U,,,9.8,9,12,2006,,,
BARR,R,SN,RD,2,m,710,1,2470-67200,WIWA,56,57,53,2,,,N,N,N,N,2,2,1S,,F,P,,7.7,9,14,2006,,,GROWTH ON UPPER MANDIBLE
BARR,0A,SN,SB,1,m,820,20,2470-67200,WIWA,55,57,52,1,,,N,N,N,N,,2,1,,F,P,,7.3,9,12,2006,,,
BARR,R,SN,SN,2,m,830,3,2470-67200,WIWA,56,57,53,2,,,N,N,N,N,,2,1,,F,P,,7.6,9,12,2006,,,
BARR,R,SN,SB,2,m,840,4,2470-67200,WIWA,56,57,52,2,,,N,N,N,N,,2,1,,F,P,,7.9,9,20,2006,,,
BARR,R,SN,RD,2,m,910,2,2470-67200,WIWA,56,57,53,2,,,N,N,N,N,,2,1,,F,P,,7.7,9,13,2006,,,
BARR,R,SN,SB,2,m,950,9,2470-67200,WIWA,56,57,53,2,,,N,N,N,N,,2,1,,F,P,,7.5,9,18,2006,,,
BARR,0A,SN,SB,1,m,820,21,2470-67201,OCWA,59,60,47,3,,,N,N,N,N,,1,A,,F,P,,9.3,9,12,2006,,,
BARR,0A,SN,SB,1,m,930,7,2470-67202,WIWA,53,55,49,2,,,N,N,N,N,,2,1,,F,P,,7.8,9,12,2006,,,
BARR,R,SN,RD,2,m,830,17,2470-67203,WIWA,55,56,50,2,,,N,N,N,N,,1,A,,F,P,,8.1,9,13,2006,,,
BARR,0A,SN,SB,1,m,930,2,2470-67203,WIWA,54,56,51,2,,,N,N,N,N,,1,A,,F,P,,8.2,9,12,2006,,,
BARR,0A,SN,SB,1,m,1030,1,2470-67204,OCWA,62,64,53,2,,,N,N,N,N,6,1,AS,,M,P,,10.2,9,12,2006,,,
BARR,0A,SN,SB,1,m,1030,1,2470-67205,WIWA,55,56,49,2,,,N,N,N,N,6,1,AS,,M,P,,8.1,9,12,2006,,,
BARR,0A,SN,SB,1,m,1030,1,2470-67206,WIWA,54,56,49,2,,,N,N,N,N,,2,1,,F,P,,8,9,12,2006,,,
BARR,0A,SN,SB,1,m,1030,1,2470-67207,WIWA,55,57,52,2,,,N,N,N,N,,2,1,,M,P,,8.8,9,12,2006,,,
BARR,0A,SN,SB,1,m,1030,3,2470-67208,WIWA,55,57,52,2,,,N,N,N,N,6,1,AS,,M,P,,7.2,9,12,2006,,,
BARR,R,SN,GB,2,m,720,25,2470-67209,WIWA,57,59,52,2,,,N,N,N,N,,2,1,,M,P,,8,9,12,2006,,,
BARR,0A,SN,SB,1,m,1030,5,2470-67209,WIWA,57,58,52,2,,,N,N,N,N,,2,1,,M,P,,7.5,9,12,2006,,,
BARR,0A,SN,SB,1,m,1030,9,2470-67210,WIWA,54,55,50,1,,,N,N,N,N,,2,1,,F,P,,6.9,9,12,2006,,,
BARR,0A,SN,SB,1,m,1030,18,2470-67211,WIWA,54,55,49,1,,,N,N,N,N,,1,A,,F,P,,6.7,9,12,2006,,,
BARR,0A,SN,SB,1,m,1030,20,2470-67212,WIWA,57,58,54,1,,,N,N,N,N,,1,A,,M,P,,7.2,9,12,2006,,,
BARR,0A,SN,SB,1,m,1030,21,2470-67213,WIWA,54,56,50,2,,,N,N,N,N,,1,A,,F,P,,7.7,9,12,2006,,,
BARR,R,SN,SN,2,m,830,25,2470-67214,WIWA,58,59,53,3,,,N,N,N,N,,1,A,,M,P,,8.6,9,12,2006,,,
BARR,0A,SN,SB,1,m,1030,26,2470-67214,WIWA,57,58,53,2,,,N,N,N,N,,1,A,,M,P,,8,9,12,2006,,,CAP=19MM
BARR,0A,SN,SB,1,m,1130,11,2470-67215,WIWA,58,60,53,2,,,N,N,N,N,,1,A,,M,P,,7.7,9,12,2006,,,
BARR,0A,SN,SB,1,m,1130,15,2470-67216,WIWA,54,55,52,2,,,N,N,N,N,,2,1,,F,P,,7.6,9,12,2006,,,
BARR,0A,SN,SB,1,m,1130,16,2470-67217,TOWA,65,67,53,1,,,N,N,N,N,,2,1,,M,P,,9.2,9,12,2006,,,
BARR,0A,SN,SB,1,m,1130,16,2470-67218,WIWA,61,62,57,2,,,N,N,N,N,,1,A,,M,P,,8.6,9,12,2006,,,
BARR,R,SN,NG,2,m,850,20,2470-67219,WIWA,56,58,53,1,,,N,N,N,N,6,1,AS,,F,P,,7,9,18,2006,,,
BARR,0A,SN,SB,1,m,1130,18,2470-67219,WIWA,55,57,53,1,,,N,N,N,N,,1,A,,F,P,,7.1,9,12,2006,,,
BARR,0A,SN,SB,1,m,1130,20,2470-67220,WIWA,58,59,53,2,,,N,N,N,N,,1,A,,M,P,,7.7,9,12,2006,,,
BARR,0A,SN,SB,1,m,1130,26,2470-67221,WIWA,58,59,53,1,,,N,N,N,N,,2,1,,M,P,,7.5,9,12,2006,,,
BARR,0A,SN,SB,1,m,1130,27,2470-67222,WIWA,53,54,50,2,,,N,N,N,N,,2,1,,F,P,,7.7,9,12,2006,,,
BARR,0A,SN,SB,1,m,1220,6,2470-67223,OCWA,59,61,48,1,,,N,N,N,N,,1,A,,F,P,,8.2,9,12,2006,,,
BARR,0A,SN,SB,1,m,1220,21,2470-67224,WIWA,60,61,55,3,,,N,N,N,N,,1,A,,M,P,,9.1,9,12,2006,,,
BARR,R,SN,KV,2,m,740,15,2470-67225,WIWA,57,59,52,3,,,N,N,N,N,,2,1,,M,P,,8.9,9,16,2006,,,
BARR,0A,SN,SB,1,m,1220,24,2470-67225,WIWA,57,59,54,2,,,N,N,N,N,,2,1,,M,P,,8,9,12,2006,,,
BARR,0A,SN,RD,1,m,730,3,2470-67226,OCWA,59,66,49,2,,,N,N,N,N,,2,1,,F,P,,8.5,9,13,2006,,,
BARR,0A,SN,RD,1,m,730,3,2470-67227,WIWA,56,57,53,2,,,N,N,N,N,,1,A,,F,P,,7.2,9,13,2006,,,
BARR,R,SN,RD,2,m,900,20,2470-67227,WIWA,55,57,52,2,,,N,N,N,N,,1,A,,F,P,,7.7,9,14,2006,,,
BARR,0A,SN,RD,1,m,730,3,2470-67228,AUWA,73,74,57,2,,,N,N,N,N,,2,1,,U,,,11.8,9,13,2006,,,
BARR,0A,SN,RD,1,m,830,7,2470-67229,WIWA,54,55,50,1,,,N,N,N,N,,2,1,,F,P,,7.3,9,13,2006,,,
BARR,0A,SN,RD,1,m,830,19,2470-67230,WIWA,55,57,54,1,,,N,N,N,N,,1,A,,F,P,,7,9,13,2006,,,
BARR,0A,SN,RD,1,m,950,10,2470-67231,WIWA,58,60,55,2,,,N,N,N,N,,1,A,,M,P,,8.1,9,13,2006,,,
BARR,0A,SN,RD,1,m,950,19,2470-67232,WIWA,57,59,52,2,,,N,N,N,N,,2,1,,M,P,,8.3,9,13,2006,,,
BARR,0A,SN,RD,1,m,950,27,2470-67233,WIWA,55,57,52,1,,,N,N,N,N,,2,1,,M,P,,7.5,9,13,2006,,,
BARR,0A,SN,SN,1,m,1030,10,2470-67234,WIWA,59,60,52,1,,,N,N,N,N,,2,1,,M,P,,7.9,9,13,2006,,,
BARR,0A,SN,SN,1,m,620,5,2470-67235,WIWA,57,59,51,2,,,N,N,N,N,,2,1,,M,P,,7.5,9,14,2006,,,
BARR,0A,SN,RD,1,m,710,3,2470-67236,WIWA,53,55,50,2,,,N,N,N,N,,2,1,,F,P,,6.8,9,14,2006,,,
BARR,0A,SN,RD,1,m,710,3,2470-67237,WIWA,58,59,54,2,,,N,N,N,N,,1,A,,M,P,,7.8,9,14,2006,,,
BARR,0A,SN,RD,1,m,710,6,2470-67238,WIWA,54,55,50,2,,,N,N,N,N,,1,A,,F,P,,7,9,14,2006,,,
BARR,0A,SN,RD,1,m,710,6,2470-67239,WIWA,54,55,51,2,,,N,N,N,N,,2,1,,F,P,,7.9,9,14,2006,,,
BARR,0A,SN,RD,1,m,710,7,2470-67240,WIWA,54,56,49,2,,,N,N,N,N,,2,1,,F,P,,7.1,9,14,2006,,,
BARR,0A,SN,RD,1,m,710,8,2470-67241,WIWA,57,59,53,2,,,N,N,N,N,,1,A,,M,P,,7.7,9,14,2006,,,
BARR,0A,SN,RD,1,m,710,19,2470-67242,WIWA,59,60,52,2,,,N,N,N,N,,1,A,,M,P,,7.8,9,14,2006,,,
BARR,0A,SN,RD,1,m,710,19,2470-67243,WIWA,55,56,51,3,,,N,N,N,N,,2,1,,F,P,,8.4,9,14,2006,,,
BARR,R,SN,KM,2,m,730,19,2470-67244,WIWA,55,56,50,2,,,N,N,N,N,,2,1,,F,P,,8.1,9,16,2006,,,
BARR,0A,SN,RD,1,m,810,7,2470-67244,WIWA,55,56,51,2,,,N,N,N,N,,2,1,,F,P,,7.9,9,14,2006,,,
BARR,R,MM,MM,2,m,1020,15,2470-67244,WIWA,55,57,48,3,,,N,N,N,N,,2,1,,F,P,,8.9,9,17,2006,,,
BARR,0A,SN,RD,1,m,810,23,2470-67245,WIWA,58,60,56,3,,,N,N,N,N,,1,A,,M,P,,8.2,9,14,2006,,,
BARR,R,SN,SN,2,m,830,15,2470-67245,WIWA,59,60,56,2,,,N,N,N,N,,1,A,,M,P,,8.1,9,12,2006,,,
BARR,R,SN,KV,2,m,740,4,2470-67246,WIWA,54,56,50,1,,,N,N,N,N,,2,1,,F,P,,7.1,9,16,2006,,,
